CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Churn Reason Category;Churn Reason Category 2
1735-XMJVH;1;United States;California;Sacramento;95818;38.556306, -121.495817;38556306;-121495817;Male;No;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1935;1526;No;0;58;5416;;;
6890-PFRQX;1;United States;California;Sacramento;95819;38.567594, -121.437507;38567594;-121437507;Male;No;No;No;18;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;695;11994;No;0;24;4466;;;
0222-CNVPT;1;United States;California;Sacramento;95820;38.53508, -121.444144;3853508;-121444144;Male;Yes;No;No;52;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);488;255505;No;0;67;4865;;;
5899-OUVKV;1;United States;California;Sacramento;95821;38.625096, -121.383658;38625096;-121383658;Male;No;No;No;31;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;945;29792;No;0;42;3949;;;
8681-ICONS;1;United States;California;Sacramento;95822;38.512569, -121.495184;38512569;-121495184;Male;No;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2065;65485;No;0;72;4667;;;
1621-YNCJH;1;United States;California;Sacramento;95823;38.475465, -121.443625;38475465;-121443625;Female;No;Yes;No;36;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);10605;38344;No;0;25;4505;;;
6362-QHAFM;1;United States;California;Sacramento;95825;38.590035, -121.412455;38590035;-121412455;Male;No;Yes;No;42;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1083;458615;No;0;63;5106;;;
3070-BDOQC;1;United States;California;Sacramento;95827;38.549185, -121.328386;38549185;-121328386;Female;No;No;No;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;9965;594105;No;0;41;4616;;;
6234-PFPXL;1;United States;California;Sacramento;95829;38.486502, -121.334051;38486502;-121334051;Male;No;Yes;No;22;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;No;Credit card (automatic);959;223495;No;0;56;3207;;;
9824-QCJPK;1;United States;California;Sacramento;95830;38.490508, -121.284171;38490508;-121284171;Male;No;Yes;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;200;66675;No;0;60;4175;;;
4283-IVYCI;1;United States;California;Sacramento;95832;38.445939, -121.496855;38445939;-121496855;Male;No;No;No;9;Yes;No;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;6495;5478;No;0;66;3013;;;
1866-OBPNR;1;United States;California;Sacramento;95833;38.619049, -121.517552;38619049;-121517552;Male;No;Yes;Yes;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);746;746;No;0;22;5494;;;
8205-MQUGY;1;United States;California;Sacramento;95834;38.646209, -121.52446;38646209;-12152446;Male;No;Yes;Yes;12;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;492;57115;No;0;37;3582;;;
8970-ANWXO;1;United States;California;Sacramento;95835;38.685069, -121.543709;38685069;-121543709;Female;No;No;No;23;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;7375;17566;No;0;28;3483;;;
9480-BQJEI;1;United States;California;Sacramento;95837;38.691607, -121.602284;38691607;-121602284;Male;No;No;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Bank transfer (automatic);923;573145;No;0;58;6468;;;
6979-TNDEU;1;United States;California;Sacramento;95841;38.660442, -121.346321;38660442;-121346321;Female;No;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;192;15685;No;0;42;2879;;;
9777-WJJPR;1;United States;California;Sacramento;95842;38.687367, -121.34848;38687367;-12134848;Male;No;Yes;No;31;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Credit card (automatic);8865;26832;No;0;48;4821;;;
9495-SKLKD;1;United States;California;Marysville;95901;39.19514, -121.503883;3919514;-121503883;Male;No;Yes;Yes;45;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9595;445665;No;0;63;5322;;;
6048-UWKAL;1;United States;California;Beale Afb;95903;39.125311, -121.392283;39125311;-121392283;Female;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);1054;699895;No;0;45;5467;;;
5067-DGXLL;1;United States;California;Alleghany;95910;39.467828, -120.841386;39467828;-120841386;Male;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;368;No;0;59;5736;;;
6281-FKEWS;1;United States;California;Berry Creek;95916;39.657228, -121.37778;39657228;-12137778;Female;No;No;No;44;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;4905;22650;No;0;68;3910;;;
8898-KASCD;1;United States;California;Biggs;95917;39.457388, -121.818201;39457388;-121818201;Male;No;No;No;39;No;No phone service;DSL;No;No;Yes;Yes;No;No;One year;No;Mailed check;3555;130915;No;0;76;3752;;;
9242-TKFSV;1;United States;California;Browns Valley;95918;39.292334, -121.320597;39292334;-121320597;Male;No;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);651;47543;No;0;30;4969;;;
9290-SHCMB;1;United States;California;Brownsville;95919;39.440687, -121.263583;39440687;-121263583;Female;Yes;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9685;123555;No;0;28;3098;;;
0743-HNPFG;1;United States;California;Butte City;95920;39.449794, -121.936372;39449794;-121936372;Female;No;Yes;No;51;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Credit card (automatic);6975;35625;No;0;50;5628;;;
2277-BKJKN;1;United States;California;Camptonville;95922;39.432127, -121.099287;39432127;-121099287;Female;Yes;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;992;721375;No;0;23;4951;;;
5035-PGZXH;1;United States;California;Chico;95926;39.745712, -121.84333;39745712;-12184333;Female;No;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1068;59144;No;0;49;6161;;;
8695-WDYEA;1;United States;California;Chico;95928;39.681488, -121.83721;39681488;-12183721;Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;5125;5125;No;0;57;4483;;;
6543-JXSOO;1;United States;California;Clipper Mills;95930;39.562239, -121.14836;39562239;-12114836;Female;No;Yes;No;23;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;5775;128285;No;0;22;3794;;;
8016-ZMGMO;1;United States;California;Colusa;95932;39.273096, -122.050763;39273096;-122050763;Female;Yes;Yes;No;66;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);7085;473885;No;0;37;5572;;;
8605-ITULD;1;United States;California;Crescent Mills;95934;40.080342, -120.957805;40080342;-120957805;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1955;No;0;31;5750;;;
6416-YJTTB;1;United States;California;Downieville;95936;39.578792, -120.780786;39578792;-120780786;Male;No;No;No;11;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);795;79565;No;0;57;2278;;;
4472-VESGY;1;United States;California;Durham;95938;39.607831, -121.777959;39607831;-121777959;Female;No;Yes;Yes;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);9815;49934;No;0;48;5123;;;
3195-TQDZX;1;United States;California;Elk Creek;95939;39.53222, -122.594879;3953222;-122594879;Male;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;2025;6145;No;0;42;4050;;;
3128-YOVTD;1;United States;California;Forbestown;95941;39.531028, -121.24807;39531028;-12124807;Female;No;Yes;Yes;51;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7915;401855;No;0;64;6321;;;
1728-CXQBE;1;United States;California;Glenn;95943;39.597975, -122.032248;39597975;-122032248;Male;Yes;Yes;No;64;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9425;60814;No;0;63;6020;;;
7041-TXQJH;1;United States;California;Goodyears Bar;95944;39.564113, -120.868836;39564113;-120868836;Female;No;No;No;37;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);402;147885;No;0;20;5924;;;
5014-GSOUQ;1;United States;California;Grass Valley;95945;39.194539, -120.988066;39194539;-120988066;Male;No;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1995;24365;No;0;63;2884;;;
5724-BIDBU;1;United States;California;Penn Valley;95946;39.203817, -121.19584;39203817;-12119584;Male;No;Yes;No;49;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;5535;263395;No;0;26;5601;;;
0481-SUMCB;1;United States;California;Greenville;95947;40.160386, -120.835428;40160386;-120835428;Female;Yes;No;No;45;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10215;473535;No;0;69;5391;;;
1769-GRUIK;1;United States;California;Gridley;95948;39.346898, -121.759537;39346898;-121759537;Female;No;No;No;18;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;711;124775;No;0;28;4911;;;
8819-WFGGJ;1;United States;California;Grimes;95950;39.033058, -121.895718;39033058;-121895718;Male;No;Yes;No;68;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);541;37945;No;0;30;4601;;;
7427-AUFPY;1;United States;California;Hamilton City;95951;39.732767, -122.042298;39732767;-122042298;Male;No;No;No;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1965;10087;No;0;70;5708;;;
2811-POVEX;1;United States;California;Live Oak;95953;39.258746, -121.77697;39258746;-12177697;Female;Yes;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8845;213055;No;0;70;3937;;;
7898-PDWQE;1;United States;California;Maxwell;95955;39.281194, -122.226568;39281194;-122226568;Male;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);804;572715;No;0;20;5228;;;
9972-EWRJS;1;United States;California;Meadow Valley;95956;39.937017, -121.058043;39937017;-121058043;Female;No;Yes;Yes;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1925;13729;No;0;61;5154;;;
9314-IJWSQ;1;United States;California;Meridian;95957;39.068071, -121.832638;39068071;-121832638;Female;No;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;848;12039;No;0;80;2452;;;
5799-JRCZO;1;United States;California;North San Juan;95960;39.423046, -120.984472;39423046;-120984472;Female;No;No;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);195;12151;No;0;44;4370;;;
1921-KYSAY;1;United States;California;Olivehurst;95961;39.082568, -121.55325;39082568;-12155325;Female;No;No;No;41;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;Yes;Electronic check;686;287705;No;0;34;4572;;;
6198-RTPMF;1;United States;California;Oregon House;95962;39.342587, -121.249833;39342587;-121249833;Female;No;Yes;No;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;926;15797;No;0;32;4756;;;
2924-KHUVI;1;United States;California;Orland;95963;39.748037, -122.302169;39748037;-122302169;Male;No;Yes;No;56;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Electronic check;10055;551495;No;0;61;4847;;;
1925-GMVBW;1;United States;California;Oroville;95965;39.624561, -121.552866;39624561;-121552866;Female;No;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2055;961;No;0;23;5967;;;
6184-DYUOB;1;United States;California;Palermo;95968;39.435756, -121.552071;39435756;-121552071;Female;No;Yes;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;196;5525;No;0;29;2941;;;
9207-ZPANB;1;United States;California;Paradise;95969;39.69676, -121.644379;3969676;-121644379;Male;No;No;No;37;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Electronic check;6745;24433;No;0;37;5042;;;
9327-QSDED;1;United States;California;Quincy;95971;39.971228, -121.041166;39971228;-121041166;Male;No;No;No;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4355;3354;No;0;60;3266;;;
1656-DRSMG;1;United States;California;Chico;95973;39.903272, -121.843567;39903272;-121843567;Female;No;No;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10985;700295;No;0;66;5775;;;
3012-VFFMN;1;United States;California;Richvale;95974;39.495768, -121.747472;39495768;-121747472;Female;No;Yes;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2065;15895;No;0;74;4058;;;
2984-AFWNC;1;United States;California;Rough And Ready;95975;39.225634, -121.156163;39225634;-121156163;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;954;29315;No;0;70;2813;;;
0640-YJTPY;1;United States;California;Smartville;95977;39.176595, -121.291692;39176595;-121291692;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);210;149375;No;0;71;4974;;;
8096-LOIST;1;United States;California;Stirling City;95978;39.904002, -121.527823;39904002;-121527823;Female;No;No;No;19;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;562;10934;No;0;38;3384;;;
9764-REAFF;1;United States;California;Stonyford;95979;39.288127, -122.415841;39288127;-122415841;Female;No;Yes;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);184;105785;No;0;20;4375;;;
7107-UBYKY;1;United States;California;Sutter;95982;39.172777, -121.805845;39172777;-121805845;Female;No;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;2575;88255;No;0;49;4194;;;
4881-GQJTW;1;United States;California;Taylorsville;95983;40.053684, -120.743116;40053684;-120743116;Male;No;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);196;3004;No;0;40;2847;;;
7876-DNYAP;1;United States;California;Washington;95986;39.34128, -120.786867;3934128;-120786867;Female;No;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);198;143695;No;0;36;5423;;;
7905-NJMXS;1;United States;California;Williams;95987;39.117537, -122.284654;39117537;-122284654;Male;Yes;Yes;No;7;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;642;4750;No;0;74;5116;;;
2882-WDTBA;1;United States;California;Willows;95988;39.493991, -122.286363;39493991;-122286363;Male;No;Yes;No;69;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);7575;538815;No;0;75;5839;;;
2091-GPPIQ;1;United States;California;Yuba City;95991;39.02741, -121.614982;3902741;-121614982;Female;No;Yes;No;72;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;7895;573015;No;0;76;5050;;;
5071-FBJFS;1;United States;California;Redding;96001;40.587919, -122.464732;40587919;-122464732;Female;No;Yes;Yes;4;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;503;2171;No;0;73;3147;;;
2796-UUZZO;1;United States;California;Redding;96002;40.527834, -122.318749;40527834;-122318749;Male;No;Yes;Yes;63;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);803;489635;No;0;66;5157;;;
2429-AYKKO;1;United States;California;Redding;96003;40.677649, -122.29467;40677649;-12229467;Male;No;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1985;14341;No;0;22;4790;;;
9798-OPFEM;1;United States;California;Adin;96006;41.171578, -120.913161;41171578;-120913161;Female;No;No;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;211;9371;No;0;37;4791;;;
3794-NFNCH;1;United States;California;Bella Vista;96008;40.722733, -122.109666;40722733;-122109666;Male;No;Yes;No;30;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;500;14749;No;0;29;4715;;;
5193-QLVZB;1;United States;California;Bieber;96009;41.083464, -121.107929;41083464;-121107929;Male;No;No;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10475;65365;No;0;30;5882;;;
7114-AEOZE;1;United States;California;Big Bar;96010;40.775272, -123.287414;40775272;-123287414;Female;No;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1985;11281;No;0;58;6213;;;
5522-NYKPB;1;United States;California;Burney;96013;40.946785, -121.719489;40946785;-121719489;Male;No;Yes;Yes;25;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;859;219905;No;0;79;3153;;;
9957-YODKZ;1;United States;California;Canby;96015;41.486953, -120.913975;41486953;-120913975;Male;Yes;Yes;No;6;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;808;4571;No;0;68;5611;;;
6518-KZXCB;1;United States;California;Cassel;96016;40.936285, -121.572692;40936285;-121572692;Male;No;No;No;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2525;5665;No;0;61;3403;;;
2245-ADZFJ;1;United States;California;Castella;96017;41.121108, -122.336613;41121108;-122336613;Female;No;Yes;No;31;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8055;24716;No;0;24;3491;;;
7776-QGYJC;1;United States;California;Shasta Lake;96019;40.692523, -122.369876;40692523;-122369876;Female;No;Yes;Yes;39;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);815;31073;No;0;25;2042;;;
9313-QOLTZ;1;United States;California;Chester;96020;40.243494, -121.154733;40243494;-121154733;Male;No;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;209;5183;No;0;51;5895;;;
4672-FOTSD;1;United States;California;Dorris;96023;41.949216, -122.050062;41949216;-122050062;Male;No;No;No;12;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;6725;8323;No;0;56;4334;;;
9818-XQCUV;1;United States;California;Dunsmuir;96025;41.212695, -122.392067;41212695;-122392067;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2035;453;No;0;61;5994;;;
7338-ERIVA;1;United States;California;Etna;96027;41.405193, -123.008567;41405193;-123008567;Male;No;No;No;39;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);4505;17906;No;0;61;4003;;;
8259-NFJTV;1;United States;California;Flournoy;96029;39.84784, -122.544556;3984784;-122544556;Female;No;Yes;Yes;7;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;3465;2466;No;0;45;5996;;;
3223-DWFIO;1;United States;California;Forks Of Salmon;96031;41.232128, -123.194748;41232128;-123194748;Male;Yes;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6935;26165;No;0;26;4140;;;
6968-GMKPR;1;United States;California;French Gulch;96033;40.740138, -122.587476;40740138;-122587476;Female;No;No;No;55;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8155;45095;No;0;80;5167;;;
4751-ERMAN;1;United States;California;Gazelle;96034;41.411315, -122.697236;41411315;-122697236;Male;No;Yes;No;72;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);754;548025;No;0;35;4171;;;
1436-ZMJAN;1;United States;California;Gerber;96035;40.03194, -122.176023;4003194;-122176023;Female;No;Yes;No;10;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);678;65315;No;0;79;2709;;;
3292-PBZEJ;1;United States;California;Greenview;96037;41.528541, -122.955018;41528541;-122955018;Male;Yes;No;No;11;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1114;118305;No;0;28;3175;;;
0799-DDIHE;1;United States;California;Grenada;96038;41.599978, -122.539381;41599978;-122539381;Female;No;Yes;Yes;15;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;463;63945;No;0;68;3103;;;
3070-FNFZQ;1;United States;California;Happy Camp;96039;41.831901, -123.487478;41831901;-123487478;Female;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);204;47875;No;0;33;4698;;;
2812-SFXMJ;1;United States;California;Hat Creek;96040;40.789799, -121.474529;40789799;-121474529;Male;No;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;2005;No;0;27;4221;;;
5014-WUQMG;1;United States;California;Hornbrook;96044;41.962127, -122.527696;41962127;-122527696;Male;No;Yes;Yes;47;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;961;439145;No;0;68;5793;;;
5312-TSZVC;1;United States;California;Hyampom;96046;40.648024, -123.465088;40648024;-123465088;Female;No;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1965;2706;No;0;34;4818;;;
0993-OSGPT;1;United States;California;Junction City;96048;40.913192, -123.06597;40913192;-12306597;Female;Yes;Yes;No;68;Yes;No;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);6065;39759;No;0;24;6418;;;
7108-DGVUU;1;United States;California;Lookout;96054;41.280478, -121.160249;41280478;-121160249;Female;Yes;Yes;No;21;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);717;149705;No;0;38;2784;;;
2782-JEEBU;1;United States;California;Los Molinos;96055;40.059385, -122.091481;40059385;-122091481;Male;No;No;No;21;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;360;78015;No;0;64;3378;;;
5127-BZENZ;1;United States;California;Mcarthur;96056;41.10831, -121.360362;4110831;-121360362;Female;No;Yes;No;56;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;No;Bank transfer (automatic);652;351215;No;0;26;4775;;;
2720-FVBQP;1;United States;California;Mccloud;96057;41.251322, -122.105209;41251322;-122105209;Female;No;Yes;Yes;6;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);4895;27325;No;0;30;3061;;;
9906-NHHVC;1;United States;California;Macdoel;96058;41.769709, -121.92063;41769709;-12192063;Female;Yes;No;No;65;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);535;35179;No;0;76;5693;;;
4522-XRWWI;1;United States;California;Manton;96059;40.426679, -121.850421;40426679;-121850421;Male;No;Yes;No;42;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Credit card (automatic);8045;33759;No;0;62;4397;;;
3766-EJLFL;1;United States;California;Mill Creek;96061;40.331975, -121.460674;40331975;-121460674;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10905;750855;No;0;80;6391;;;
5939-SXWHM;1;United States;California;Millville;96062;40.531257, -122.148139;40531257;-122148139;Male;No;Yes;Yes;48;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);263;124505;No;0;72;2111;;;
8152-UOBNY;1;United States;California;Mineral;96063;40.408796, -121.579609;40408796;-121579609;Female;Yes;No;No;50;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;1068;534795;No;0;59;5746;;;
7351-KYHQH;1;United States;California;Montague;96064;41.759864, -122.379175;41759864;-122379175;Female;Yes;No;No;7;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;6495;49365;No;0;37;4615;;;
7643-RCHXS;1;United States;California;Montgomery Creek;96065;40.877552, -121.885884;40877552;-121885884;Female;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;1935;126385;No;0;23;4566;;;
8246-SHFGA;1;United States;California;Mount Shasta;96067;41.33832, -122.290756;4133832;-122290756;Male;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);211;38555;No;0;78;2842;;;
0620-XEFWH;1;United States;California;Oak Run;96069;40.689243, -122.037023;40689243;-122037023;Male;No;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1885;842;No;0;63;5279;;;
6485-QXWWE;1;United States;California;Old Station;96071;40.656287, -121.428965;40656287;-121428965;Female;No;No;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);260;16387;No;0;46;4535;;;
7321-VGNKU;1;United States;California;Paskenta;96074;39.884395, -122.587513;39884395;-122587513;Female;No;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7035;12025;No;0;39;4917;;;
5327-CNLUQ;1;United States;California;Paynes Creek;96075;40.343213, -121.815412;40343213;-121815412;Male;No;Yes;No;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Bank transfer (automatic);969;447345;No;0;38;2613;;;
